District_Eng,Taluka_Eng,No_Of_Victims_Shifted,Avg_No_Of_Ambulance,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Ahmedabad,Viramgam,128,1,1,64,0,3,17,9/30/2020 0:00
Amreli,Amreli,150,1,3,15,8,8,81,9/30/2020 0:00
Amreli,Amreli,133,1,3,76,2,2,4,9/30/2020 0:00
Amreli,Amreli,280,1,8,47,12,7,30,9/30/2020 0:00
Amreli,Babara,172,1,6,107,2,12,6,9/30/2020 0:00
Amreli,Bagasara,148,1,3,63,2,7,11,9/30/2020 0:00
Amreli,Dhari,149,1,5,74,2,11,7,9/30/2020 0:00
Amreli,Dhari,188,1,7,79,5,5,14,9/30/2020 0:00
Amreli,Jafrabad,91,1,2,59,1,2,4,9/30/2020 0:00
Amreli,Khambha,129,1,7,94,0,6,3,9/30/2020 0:00
Amreli,Khambha,6,1,0,2,0,0,0,9/30/2020 0:00
Amreli,Kukavav,132,1,2,49,5,3,14,9/30/2020 0:00
Amreli,Kukavav,112,1,2,44,9,1,5,9/30/2020 0:00
Amreli,Lathi,90,1,3,46,2,5,3,9/30/2020 0:00
Amreli,Lathi,139,1,9,64,3,6,11,9/30/2020 0:00
Amreli,Lilia,114,1,2,63,3,4,5,9/30/2020 0:00
Amreli,Rajula,64,1,1,39,0,4,3,9/30/2020 0:00
Amreli,Rajula,148,1,1,93,1,13,11,9/30/2020 0:00
Amreli,Rajula,119,1,5,64,2,7,16,9/30/2020 0:00
Amreli,Savarkundla,215,1,12,116,10,8,9,9/30/2020 0:00
Amreli,Savarkundla,94,1,1,64,2,7,6,9/30/2020 0:00
Anand,Anand,243,1,2,19,8,8,16,9/30/2020 0:00
Anand,Anand,235,1,2,20,9,8,12,9/30/2020 0:00
Anand,Anand,182,1,6,59,4,1,6,9/30/2020 0:00
Anand,Anklav,154,1,1,55,3,9,19,9/30/2020 0:00
Anand,Borsad,183,1,3,56,2,4,10,9/30/2020 0:00
Anand,Borsad,142,1,2,76,3,6,10,9/30/2020 0:00
Anand,Khambhat,153,1,3,76,5,10,7,9/30/2020 0:00
Anand,Khambhat,180,1,2,102,1,11,20,9/30/2020 0:00
Anand,ODE (Umreth),148,1,6,59,5,9,11,9/30/2020 0:00
Anand,ODE (Umreth),118,1,2,49,7,9,9,9/30/2020 0:00
Anand,ODE (Umreth),125,1,0,74,8,7,2,9/30/2020 0:00
Anand,Petlad,151,1,1,56,6,5,12,9/30/2020 0:00
Anand,Sojitra,148,1,2,82,2,2,8,9/30/2020 0:00
Anand,Tarapur,112,1,2,80,0,5,5,9/30/2020 0:00
Anand,Tarapur,178,1,4,116,10,6,6,9/30/2020 0:00
Anand,Tarapur,98,1,0,20,2,2,0,9/30/2020 0:00
Aravalli,Bayad,94,1,0,43,3,5,5,9/30/2020 0:00
Aravalli,Bayad,77,1,1,50,5,3,5,9/30/2020 0:00
Aravalli,Bhiloda,87,1,1,23,2,8,7,9/30/2020 0:00
Aravalli,Bhiloda,88,1,2,39,3,11,3,9/30/2020 0:00
Aravalli,Dhansura,99,1,4,50,5,6,7,9/30/2020 0:00
Aravalli,Malpur,120,1,3,51,7,8,8,9/30/2020 0:00
Aravalli,Meghraj,98,1,1,53,0,5,7,9/30/2020 0:00
Aravalli,Meghraj,79,1,1,47,1,5,8,9/30/2020 0:00
Aravalli,Modasa,49,1,1,8,2,0,2,9/30/2020 0:00
Banaskantha,Amirgadh,141,1,2,73,6,12,13,9/30/2020 0:00
Banaskantha,Amirgadh,188,1,0,148,2,5,14,9/30/2020 0:00
Banaskantha,Bhabhar,148,1,2,126,1,3,4,9/30/2020 0:00
Banaskantha,Danta,191,1,1,150,1,6,5,9/30/2020 0:00
Banaskantha,Danta,190,1,3,138,0,8,14,9/30/2020 0:00
Banaskantha,Danta,119,1,0,98,0,4,3,9/30/2020 0:00
Banaskantha,Dantiwada,167,1,2,136,1,4,10,9/30/2020 0:00
Banaskantha,Deesa,204,1,0,171,3,4,3,9/30/2020 0:00
Banaskantha,Deesa,195,1,2,128,5,21,9,9/30/2020 0:00
Banaskantha,Deesa,264,1,0,242,0,2,2,9/30/2020 0:00
Banaskantha,Deesa,188,1,3,163,1,3,4,9/30/2020 0:00
Banaskantha,Deodar,107,1,0,80,2,5,3,9/30/2020 0:00
Banaskantha,Dhanera,102,1,0,61,1,8,6,9/30/2020 0:00
Banaskantha,Kankrej,144,1,1,114,0,5,6,9/30/2020 0:00
Banaskantha,Kankrej,97,1,0,67,6,4,2,9/30/2020 0:00
Banaskantha,Palanpur,108,1,1,82,1,2,11,9/30/2020 0:00
Banaskantha,Palanpur,136,1,5,56,6,14,17,9/30/2020 0:00
Banaskantha,Suigam,135,1,0,125,0,0,1,9/30/2020 0:00
Banaskantha,Tharad,99,1,0,78,1,5,1,9/30/2020 0:00
Banaskantha,Tharad,128,1,0,87,1,3,6,9/30/2020 0:00
Banaskantha,Tharad,198,1,2,155,2,9,5,9/30/2020 0:00
Banaskantha,Vadgam,146,1,4,111,5,5,6,9/30/2020 0:00
Banaskantha,Vadgam,168,1,3,113,6,7,10,9/30/2020 0:00
Banaskantha,Vav,171,1,0,130,0,8,6,9/30/2020 0:00
Bharuch,Amod,95,1,0,75,1,3,6,9/30/2020 0:00
Bharuch,Ankleshwar,184,1,2,90,5,11,16,9/30/2020 0:00
Bharuch,Ankleshwar,133,1,1,59,8,7,7,9/30/2020 0:00
Bharuch,Bharuch,51,1,1,43,1,2,2,9/30/2020 0:00
Bharuch,Bharuch,151,1,2,43,5,8,29,9/30/2020 0:00
Bharuch,Bharuch,163,1,4,38,9,19,24,9/30/2020 0:00
Bharuch,Bharuch,129,1,0,74,5,10,5,9/30/2020 0:00
Bharuch,Hansot,120,1,1,69,3,2,10,9/30/2020 0:00
Bharuch,Jambusar,135,1,1,100,4,7,8,9/30/2020 0:00
Bharuch,Jhagadia,151,1,3,65,7,12,14,9/30/2020 0:00
Bharuch,Jhagadia,138,1,4,67,3,2,8,9/30/2020 0:00
Bharuch,Netrang,138,1,5,69,3,4,10,9/30/2020 0:00
Bharuch,Netrang,148,1,2,87,4,4,14,9/30/2020 0:00
Bharuch,Vagra,69,1,3,40,3,7,1,9/30/2020 0:00
Bharuch,Vagra,101,1,1,65,3,5,10,9/30/2020 0:00
Bharuch,Valia,143,1,1,73,4,2,15,9/30/2020 0:00
Bhavnagar,Bhavnagar,78,1,5,10,4,14,13,9/30/2020 0:00
Bhavnagar,Bhavnagar,163,1,14,10,13,21,21,9/30/2020 0:00
Bhavnagar,Bhavnagar,144,1,7,36,5,13,15,9/30/2020 0:00
Bhavnagar,Bhavnagar,113,1,8,3,5,22,11,9/30/2020 0:00
Bhavnagar,Bhavnagar,16,1,0,0,0,1,1,9/30/2020 0:00
Bhavnagar,Bhavnagar,173,1,12,10,7,22,28,9/30/2020 0:00
Bhavnagar,Bhavnagar,180,1,13,15,18,20,23,9/30/2020 0:00
Bhavnagar,Gariyadhar,96,1,4,63,1,5,5,9/30/2020 0:00
Bhavnagar,Ghogha,107,1,2,35,1,18,13,9/30/2020 0:00
Bhavnagar,Ghogha,88,1,8,42,2,8,5,9/30/2020 0:00
Bhavnagar,Jesar,107,1,8,58,3,7,5,9/30/2020 0:00
Bhavnagar,Mahuva,118,1,7,78,1,5,7,9/30/2020 0:00
Bhavnagar,Mahuva,141,1,6,84,1,5,15,9/30/2020 0:00
Bhavnagar,Mahuva,166,1,4,95,3,24,5,9/30/2020 0:00
Bhavnagar,Mahuva,143,1,4,93,0,12,14,9/30/2020 0:00
Bhavnagar,Palitana,130,1,3,87,0,8,10,9/30/2020 0:00
Bhavnagar,Ranghola (Umrala),110,1,12,60,3,10,8,9/30/2020 0:00
Bhavnagar,Shihor,120,1,5,51,11,11,11,9/30/2020 0:00
Bhavnagar,Shihor,100,1,6,66,4,4,4,9/30/2020 0:00
Bhavnagar,Talaja,89,1,6,50,1,6,5,9/30/2020 0:00
Bhavnagar,Talaja,116,1,3,79,1,3,5,9/30/2020 0:00
Bhavnagar,Vallabhipur,133,1,5,90,4,6,0,9/30/2020 0:00
Botad,Barwala,135,1,0,87,5,9,7,9/30/2020 0:00
Botad,Botad,183,1,2,102,3,6,10,9/30/2020 0:00
Botad,Botad,139,1,2,97,1,3,3,9/30/2020 0:00
Botad,Botad,74,1,2,30,1,3,2,9/30/2020 0:00
Botad,Gadhada,128,1,6,74,4,8,3,9/30/2020 0:00
Botad,Gadhada,126,1,2,89,1,4,10,9/30/2020 0:00
Botad,Ranpur,108,1,4,76,3,5,1,9/30/2020 0:00
Chhotaudepur,Chhhota Udepur,150,1,2,80,10,9,8,9/30/2020 0:00
Chhotaudepur,Chhhota Udepur,76,1,2,38,4,2,9,9/30/2020 0:00
Chhotaudepur,Chhhota Udepur,173,1,2,85,6,4,20,9/30/2020 0:00
Chhotaudepur,Chhhota Udepur,51,1,0,23,5,4,12,9/30/2020 0:00
Chhotaudepur,Chhhota Udepur,156,1,1,87,1,12,12,9/30/2020 0:00
Chhotaudepur,Kawant,144,1,0,95,1,8,11,9/30/2020 0:00
Chhotaudepur,Kawant,218,1,3,141,3,3,11,9/30/2020 0:00
Chhotaudepur,Kawant,174,1,1,120,4,3,1,9/30/2020 0:00
Chhotaudepur,Naswadi,117,1,1,58,2,4,7,9/30/2020 0:00
Chhotaudepur,Naswadi,176,1,1,129,5,2,6,9/30/2020 0:00
Chhotaudepur,Pavi Jetpur,95,1,1,64,4,4,5,9/30/2020 0:00
Chhotaudepur,Pavi Jetpur,122,1,1,83,3,6,8,9/30/2020 0:00
Chhotaudepur,Pavi Jetpur,120,1,2,64,4,7,5,9/30/2020 0:00
Chhotaudepur,Sankheda,199,1,4,111,1,5,0,9/30/2020 0:00
Chhotaudepur,Sankheda,158,1,3,100,1,5,7,9/30/2020 0:00
Dahod,Dahod,218,1,3,155,2,11,15,9/30/2020 0:00
Dahod,Dahod,216,1,0,154,5,8,13,9/30/2020 0:00
Dahod,Dahod,228,1,0,116,8,9,22,9/30/2020 0:00
Dahod,Dahod,183,1,7,96,11,11,12,9/30/2020 0:00
Dahod,Dahod,194,1,0,156,0,3,7,9/30/2020 0:00
Dahod,Devgadh-Bariya,154,1,1,71,3,21,8,9/30/2020 0:00
Dahod,Devgadh-Bariya,136,1,0,68,1,8,16,9/30/2020 0:00
Dahod,Devgadh-Bariya,100,1,0,69,0,11,3,9/30/2020 0:00
Dahod,Dhanpur,75,1,0,56,0,3,8,9/30/2020 0:00
Dahod,Dhanpur,141,1,3,101,1,8,4,9/30/2020 0:00
Dahod,Fatehpura,50,1,0,42,2,4,1,9/30/2020 0:00
Dahod,Fatehpura,168,1,1,123,4,8,2,9/30/2020 0:00
Dahod,Fatehpura,161,1,0,114,0,7,5,9/30/2020 0:00
Dahod,Garbada,203,1,1,134,2,4,7,9/30/2020 0:00
Dahod,Garbada,156,1,1,113,3,5,4,9/30/2020 0:00
Dahod,Jhalod,58,1,0,35,3,7,4,9/30/2020 0:00
Dahod,Jhalod,176,1,2,116,11,7,4,9/30/2020 0:00
Dahod,Jhalod,149,1,0,116,1,3,7,9/30/2020 0:00
Dahod,Jhalod,200,1,3,130,8,4,10,9/30/2020 0:00
Dahod,Jhalod,156,1,1,99,5,9,13,9/30/2020 0:00
Dahod,Jhalod,168,1,0,112,6,4,3,9/30/2020 0:00
Dahod,Jhalod,175,1,2,143,4,5,5,9/30/2020 0:00
Dahod,Limkheda,72,1,0,34,1,11,6,9/30/2020 0:00
Dahod,Limkheda,150,1,2,86,1,9,18,9/30/2020 0:00
Dahod,Limkheda,84,1,0,57,0,5,1,9/30/2020 0:00
Dahod,Sanjeli,88,1,4,45,3,7,9,9/30/2020 0:00
Devbhumi-Dwarka,Bhanvad,111,1,3,59,8,6,9,9/30/2020 0:00
Devbhumi-Dwarka,Kalyanpur,72,1,1,29,3,8,7,9/30/2020 0:00
Devbhumi-Dwarka,Kalyanpur,89,1,3,57,9,6,4,9/30/2020 0:00
Devbhumi-Dwarka,Kalyanpur,118,1,8,64,0,5,10,9/30/2020 0:00
Devbhumi-Dwarka,Khambhalia,146,1,3,40,7,9,16,9/30/2020 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,4,1,0,2,1,1,0,9/30/2020 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,129,1,5,50,6,9,18,9/30/2020 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,126,1,3,47,2,15,16,9/30/2020 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,84,1,4,46,3,7,5,9/30/2020 0:00
Gandhinagar,Dehgam,107,1,2,81,0,2,5,9/30/2020 0:00
Gandhinagar,Dehgam,135,1,6,69,6,4,14,9/30/2020 0:00
Gandhinagar,Dehgam,94,1,3,56,2,8,11,9/30/2020 0:00
Gandhinagar,Gandhinagar,146,1,4,20,17,18,24,9/30/2020 0:00
Gandhinagar,Gandhinagar,135,1,4,70,4,9,6,9/30/2020 0:00
Gandhinagar,Gandhinagar,197,1,10,24,14,21,28,9/30/2020 0:00
Gandhinagar,Gandhinagar,131,1,3,34,12,9,14,9/30/2020 0:00
Gandhinagar,Gandhinagar,193,1,0,0,3,0,0,9/30/2020 0:00
Gandhinagar,Gandhinagar,108,1,6,10,3,12,18,9/30/2020 0:00
Gandhinagar,Kalol,145,1,6,32,6,18,19,9/30/2020 0:00
Gandhinagar,Mansa,90,1,2,29,6,7,13,9/30/2020 0:00
Gandhinagar,Mansa,148,1,9,44,7,6,10,9/30/2020 0:00
Gir Somnath,Kodinar,120,1,6,76,0,4,9,9/30/2020 0:00
Gir Somnath,Kodinar,106,1,6,47,2,8,8,9/30/2020 0:00
Gir Somnath,Patan-Veraval,92,1,10,26,5,10,4,9/30/2020 0:00
Gir Somnath,Patan-Veraval,86,1,2,39,1,18,8,9/30/2020 0:00
Gir Somnath,Sutrapada,91,1,9,50,1,5,6,9/30/2020 0:00
Gir Somnath,Sutrapada,64,1,4,32,1,7,6,9/30/2020 0:00
Gir Somnath,Talala,114,1,8,62,3,8,6,9/30/2020 0:00
Gir Somnath,Una,120,1,12,81,2,5,2,9/30/2020 0:00
Gir Somnath,Una,76,1,4,56,1,4,2,9/30/2020 0:00
Gir Somnath,Una,131,1,2,88,4,8,7,9/30/2020 0:00
Gir Somnath,Una,162,1,1,106,4,13,4,9/30/2020 0:00
Gir Somnath,Una,58,1,1,22,2,5,2,9/30/2020 0:00
Jamnagar,Dhrol,131,1,2,73,6,4,15,9/30/2020 0:00
Jamnagar,Dhrol,42,1,2,14,2,4,4,9/30/2020 0:00
Jamnagar,Jamjodhpur,135,1,5,67,1,8,9,9/30/2020 0:00
Jamnagar,Jamjodhpur,54,1,1,28,3,6,1,9/30/2020 0:00
Jamnagar,Jamnagar City,166,1,7,43,3,4,12,9/30/2020 0:00
Jamnagar,Jamnagar City,217,1,6,63,7,12,23,9/30/2020 0:00
Jamnagar,Jamnagar City,176,1,5,36,4,9,34,9/30/2020 0:00
Jamnagar,Jamnagar City,371,1,15,38,13,15,33,9/30/2020 0:00
Jamnagar,Jamnagar City,383,1,14,20,20,21,48,9/30/2020 0:00
Jamnagar,Jamnagar City,158,1,8,39,0,2,7,9/30/2020 0:00
Jamnagar,Jamnagar City,267,1,5,43,14,17,24,9/30/2020 0:00
Jamnagar,Jamnagar City,121,1,5,69,3,8,9,9/30/2020 0:00
Jamnagar,Jodiya,89,1,2,46,3,6,10,9/30/2020 0:00
Jamnagar,Kalavad,140,1,3,92,2,2,3,9/30/2020 0:00
Jamnagar,Lalpur,118,1,4,64,8,7,9,9/30/2020 0:00
Junagadh,Bhesan,116,1,1,59,2,6,16,9/30/2020 0:00
Junagadh,Junagadh City,62,1,0,14,4,5,8,9/30/2020 0:00
Junagadh,Junagadh City,290,1,21,39,12,30,35,9/30/2020 0:00
Junagadh,Junagadh City,277,1,9,39,25,17,38,9/30/2020 0:00
Junagadh,Keshod,172,1,7,61,8,10,14,9/30/2020 0:00
Junagadh,Maliya-Hatina,98,1,2,47,4,6,12,9/30/2020 0:00
Junagadh,Maliya-Hatina,128,1,4,47,8,7,15,9/30/2020 0:00
Junagadh,Manavadar,149,1,5,54,6,7,27,9/30/2020 0:00
Junagadh,Mangrol,97,1,7,31,0,10,10,9/30/2020 0:00
Junagadh,Mendarda,117,1,4,36,8,9,10,9/30/2020 0:00
Junagadh,Mendarda,35,1,0,17,1,3,1,9/30/2020 0:00
Junagadh,Vanthali,135,1,3,39,12,8,13,9/30/2020 0:00
Junagadh,Visavadar,116,1,6,35,1,10,16,9/30/2020 0:00
Kachchh,Abdasa,94,1,2,67,1,3,1,9/30/2020 0:00
Kachchh,Abdasa,67,1,4,32,4,3,4,9/30/2020 0:00
Kachchh,Abdasa,94,1,5,39,2,4,6,9/30/2020 0:00
Kachchh,Abdasa,60,1,1,28,0,4,6,9/30/2020 0:00
Kachchh,Abdasa,68,1,3,40,1,4,2,9/30/2020 0:00
Kachchh,Anjar,219,1,2,78,7,10,15,9/30/2020 0:00
Kachchh,Anjar,24,1,0,7,3,0,1,9/30/2020 0:00
Kachchh,Anjar,128,1,1,78,5,6,7,9/30/2020 0:00
Kachchh,Bhachau,155,1,3,90,13,8,9,9/30/2020 0:00
Kachchh,Bhachau,101,1,3,29,1,6,16,9/30/2020 0:00
Kachchh,Bhachau,162,1,0,117,4,6,12,9/30/2020 0:00
Kachchh,Bhuj,95,1,2,52,4,3,8,9/30/2020 0:00
Kachchh,Bhuj,220,1,1,17,3,5,10,9/30/2020 0:00
Kachchh,Bhuj,225,1,5,61,3,5,19,9/30/2020 0:00
Kachchh,Bhuj,184,1,2,109,4,13,9,9/30/2020 0:00
Kachchh,Dayapar (Lakhpat),103,1,2,50,5,1,7,9/30/2020 0:00
Kachchh,Dayapar (Lakhpat),73,1,0,39,2,4,4,9/30/2020 0:00
Kachchh,Gandhidham,30,1,0,12,0,1,3,9/30/2020 0:00
Kachchh,Gandhidham,159,1,0,1,1,0,1,9/30/2020 0:00
Kachchh,Gandhidham,225,1,1,77,17,16,10,9/30/2020 0:00
Kachchh,Mandvi,117,1,1,51,2,4,10,9/30/2020 0:00
Kachchh,Mandvi,143,1,3,37,9,9,7,9/30/2020 0:00
Kachchh,Mundra,169,1,2,92,4,4,11,9/30/2020 0:00
Kachchh,Nakhatrana,123,1,3,59,4,3,6,9/30/2020 0:00
Kachchh,Nakhatrana,188,1,5,82,11,4,25,9/30/2020 0:00
Kachchh,Nakhatrana,202,1,1,49,1,7,11,9/30/2020 0:00
Kachchh,Nakhatrana,149,1,3,37,7,10,16,9/30/2020 0:00
Kachchh,Rapar,114,1,2,77,3,2,11,9/30/2020 0:00
Kachchh,Rapar,94,1,3,68,0,0,6,9/30/2020 0:00
Kachchh,Rapar,127,1,3,85,1,3,8,9/30/2020 0:00
Kheda,Galteshwar,70,1,0,21,0,11,6,9/30/2020 0:00
Kheda,Kapadvanj,113,1,3,69,1,7,7,9/30/2020 0:00
Kheda,Kapadvanj,104,1,0,72,2,5,3,9/30/2020 0:00
Kheda,Kapadvanj,118,1,2,84,5,5,6,9/30/2020 0:00
Kheda,Kathlal,87,1,1,24,4,8,7,9/30/2020 0:00
Kheda,Kathlal,107,1,1,79,2,6,4,9/30/2020 0:00
Kheda,Kheda,112,1,2,62,2,6,9,9/30/2020 0:00
Kheda,Limbasi (Matar),109,1,2,77,3,5,2,9/30/2020 0:00
Kheda,Mahemdavad,95,1,3,50,2,8,15,9/30/2020 0:00
Kheda,Mahemdavad,124,1,4,55,0,11,10,9/30/2020 0:00
Kheda,Mahudha,112,1,2,54,3,10,10,9/30/2020 0:00
Kheda,Nadiad,180,1,3,41,12,13,18,9/30/2020 0:00
Kheda,Nadiad,137,1,4,24,3,9,15,9/30/2020 0:00
Kheda,Thasara,148,1,1,87,7,4,17,9/30/2020 0:00
Kheda,Thasara,176,1,1,124,3,4,4,9/30/2020 0:00
Kheda,Vaso,61,1,0,17,1,6,8,9/30/2020 0:00
Mahesana,Becharaji,97,1,0,54,3,6,6,9/30/2020 0:00
Mahesana,Jotana,143,1,4,97,3,4,13,9/30/2020 0:00
Mahesana,Kadi,124,1,2,51,7,9,18,9/30/2020 0:00
Mahesana,Kadi,124,1,3,55,7,10,10,9/30/2020 0:00
Mahesana,Kheralu,146,1,2,40,7,16,9,9/30/2020 0:00
Mahesana,Mehsana,206,1,4,59,8,31,32,9/30/2020 0:00
Mahesana,Mehsana,180,1,3,71,4,4,11,9/30/2020 0:00
Mahesana,Mehsana,188,1,0,0,0,0,0,9/30/2020 0:00
Mahesana,Satlasana,170,1,1,77,5,6,54,9/30/2020 0:00
Mahesana,Unjha,143,1,9,69,8,10,8,9/30/2020 0:00
Mahesana,Vadnagar,243,1,5,196,5,12,6,9/30/2020 0:00
Mahesana,Vadnagar,135,1,2,76,2,7,10,9/30/2020 0:00
Mahesana,Vijapur,111,1,2,5,0,3,1,9/30/2020 0:00
Mahesana,Vijapur,146,1,3,81,4,13,5,9/30/2020 0:00
Mahesana,Vijapur,148,1,4,66,5,8,1,9/30/2020 0:00
Mahesana,Visnagar,314,1,2,246,1,14,13,9/30/2020 0:00
Mahisagar,Balasinor,146,1,1,101,1,10,2,9/30/2020 0:00
Mahisagar,Balasinor,107,1,3,56,0,13,9,9/30/2020 0:00
Mahisagar,Kadana,92,1,2,62,1,5,1,9/30/2020 0:00
Mahisagar,Kadana,76,1,2,31,1,5,7,9/30/2020 0:00
Mahisagar,Khanpur (Vadagam),116,1,1,69,0,10,7,9/30/2020 0:00
Mahisagar,Lunavada,54,1,0,18,1,6,1,9/30/2020 0:00
Mahisagar,Lunavada,103,1,1,47,2,8,4,9/30/2020 0:00
Mahisagar,Lunavada,113,1,1,72,0,9,4,9/30/2020 0:00
Mahisagar,Santrampur,106,1,0,53,2,9,9,9/30/2020 0:00
Mahisagar,Santrampur,126,1,3,75,3,4,6,9/30/2020 0:00
Mahisagar,Santrampur,82,1,2,48,1,5,6,9/30/2020 0:00
Mahisagar,Virpur,111,1,7,68,1,7,5,9/30/2020 0:00
Morbi,Halvad,135,1,1,57,1,13,11,9/30/2020 0:00
Morbi,Maliya,125,1,5,62,0,9,9,9/30/2020 0:00
Morbi,Morvi,90,1,2,38,4,13,8,9/30/2020 0:00
Morbi,Morvi,115,1,1,59,2,14,12,9/30/2020 0:00
Morbi,Morvi,207,1,4,81,1,20,21,9/30/2020 0:00
Morbi,Morvi,181,1,7,54,6,15,43,9/30/2020 0:00
Morbi,Tankara,128,1,1,73,2,5,7,9/30/2020 0:00
Morbi,Wankaner,120,1,7,57,6,9,11,9/30/2020 0:00
Narmada,Dediapada,122,1,1,76,1,7,12,9/30/2020 0:00
Narmada,Dediapada,139,1,1,82,1,8,13,9/30/2020 0:00
Narmada,Dediapada,98,1,0,60,1,4,18,9/30/2020 0:00
Narmada,Dediapada,136,1,0,76,4,9,19,9/30/2020 0:00
Narmada,Garudeshwar,181,1,2,65,5,6,9,9/30/2020 0:00
Narmada,Rajpipla (Nandod),242,1,7,96,1,10,23,9/30/2020 0:00
Narmada,Rajpipla (Nandod),127,1,2,32,8,11,8,9/30/2020 0:00
Narmada,Rajpipla (Nandod),158,1,5,52,2,10,12,9/30/2020 0:00
Narmada,Rajpipla (Nandod),149,1,5,34,5,12,19,9/30/2020 0:00
Narmada,Sagbara,123,1,0,86,3,1,16,9/30/2020 0:00
Narmada,Tilakwada,140,1,0,66,5,6,6,9/30/2020 0:00
Navsari,Chikhli,123,1,0,0,0,0,0,9/30/2020 0:00
Navsari,Chikhli,110,1,1,57,5,4,13,9/30/2020 0:00
Navsari,Gandevi,118,1,6,20,12,9,27,9/30/2020 0:00
Navsari,Gandevi,104,1,3,26,13,7,19,9/30/2020 0:00
Navsari,Jalalpore,169,1,5,40,11,17,40,9/30/2020 0:00
Navsari,Jalalpore,98,1,0,44,6,3,14,9/30/2020 0:00
Navsari,Khergam,82,1,2,22,5,7,8,9/30/2020 0:00
Navsari,Khergam,86,1,2,37,8,2,8,9/30/2020 0:00
Navsari,Navsari,146,1,0,0,78,0,0,9/30/2020 0:00
Navsari,Navsari,149,1,7,46,8,11,21,9/30/2020 0:00
Navsari,Vansada,111,1,3,57,8,2,6,9/30/2020 0:00
Navsari,Vansada,118,1,3,48,3,11,7,9/30/2020 0:00
Navsari,Vansada,115,1,2,47,4,3,13,9/30/2020 0:00
Panchmahals,Ghoghamba,209,1,1,119,4,16,14,9/30/2020 0:00
Panchmahals,Ghoghamba,114,1,3,70,1,8,5,9/30/2020 0:00
Panchmahals,Godhara,173,1,4,39,9,15,6,9/30/2020 0:00
Panchmahals,Godhara,179,1,5,33,12,13,8,9/30/2020 0:00
Panchmahals,Godhara,135,1,5,68,0,4,10,9/30/2020 0:00
Panchmahals,Godhara,90,1,2,47,6,5,6,9/30/2020 0:00
Panchmahals,Godhara,87,1,0,21,5,7,2,9/30/2020 0:00
Panchmahals,Godhara,155,1,1,74,9,23,7,9/30/2020 0:00
Panchmahals,Halol,211,1,0,80,2,10,12,9/30/2020 0:00
Panchmahals,Halol,196,1,1,65,8,12,7,9/30/2020 0:00
Panchmahals,Halol,76,1,1,42,2,6,4,9/30/2020 0:00
Panchmahals,Jambughoda,140,1,0,96,3,6,4,9/30/2020 0:00
Panchmahals,Kalol,83,1,1,18,4,2,2,9/30/2020 0:00
Panchmahals,Kalol,182,1,1,93,3,14,11,9/30/2020 0:00
Panchmahals,Kalol,114,1,2,34,3,19,9,9/30/2020 0:00
Panchmahals,Morva,102,1,0,60,4,4,6,9/30/2020 0:00
Panchmahals,Morva,114,1,1,79,1,4,8,9/30/2020 0:00
Panchmahals,Shehra,183,1,0,98,3,14,15,9/30/2020 0:00
Patan,Chanasma,100,1,3,38,5,4,20,9/30/2020 0:00
Patan,Harij,125,1,5,79,5,7,4,9/30/2020 0:00
Patan,Patan,160,1,10,56,3,24,17,9/30/2020 0:00
Patan,Patan,86,1,2,58,0,4,5,9/30/2020 0:00
Patan,Radhanpur,119,1,2,88,1,1,3,9/30/2020 0:00
Patan,Sami,106,1,1,98,1,1,2,9/30/2020 0:00
Patan,Sami,106,1,3,55,4,2,31,9/30/2020 0:00
Patan,Sankheshwar,171,1,1,140,3,3,11,9/30/2020 0:00
Patan,Santalpur,96,1,0,69,0,9,3,9/30/2020 0:00
Patan,Santalpur,78,1,1,60,1,2,1,9/30/2020 0:00
Patan,Saraswati,139,1,2,88,5,11,17,9/30/2020 0:00
Patan,Saraswati,109,1,0,60,1,2,11,9/30/2020 0:00
Patan,Siddhpur,163,1,2,102,3,12,6,9/30/2020 0:00
Porbandar,Kutiyana,141,1,6,55,6,5,29,9/30/2020 0:00
Porbandar,Kutiyana,66,1,2,19,1,3,7,9/30/2020 0:00
Porbandar,Porbandar City,96,1,9,43,1,6,11,9/30/2020 0:00
Porbandar,Porbandar City,1,1,0,0,0,0,0,9/30/2020 0:00
Porbandar,Porbandar City,101,1,4,56,4,4,13,9/30/2020 0:00
Porbandar,Porbandar City,173,1,11,26,15,18,14,9/30/2020 0:00
Porbandar,Porbandar City,171,1,6,25,13,16,25,9/30/2020 0:00
Porbandar,Ranavav,165,1,9,56,8,12,11,9/30/2020 0:00
Rajkot,Dhoraji,149,1,6,40,9,15,12,9/30/2020 0:00
Rajkot,Gondal,188,1,5,65,4,8,8,9/30/2020 0:00
Rajkot,Gondal,133,1,6,18,2,6,19,9/30/2020 0:00
Rajkot,Jamkandorna,129,1,4,52,1,4,7,9/30/2020 0:00
Rajkot,Jasdan,155,1,2,64,3,9,8,9/30/2020 0:00
Rajkot,Jasdan,83,1,1,43,3,5,5,9/30/2020 0:00
Rajkot,Jetpur,68,1,0,14,3,0,5,9/30/2020 0:00
Rajkot,Jetpur,147,1,2,47,10,10,7,9/30/2020 0:00
