District_Eng,No_Of_Victims_Shifted,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Surendranagar,94,2,57,2,3,9,5/31/2020 0:00
Surendranagar,128,4,77,1,6,12,5/31/2020 0:00
Surendranagar,143,7,77,6,17,14,5/31/2020 0:00
Surendranagar,86,10,42,1,9,8,5/31/2020 0:00
Tapi,98,2,47,5,5,16,5/31/2020 0:00
Tapi,54,0,20,0,5,10,5/31/2020 0:00
Tapi,52,2,7,3,4,12,5/31/2020 0:00
Tapi,157,4,43,6,7,25,5/31/2020 0:00
Tapi,192,11,57,6,16,22,5/31/2020 0:00
Tapi,113,2,39,6,6,14,5/31/2020 0:00
Tapi,123,0,42,4,7,9,5/31/2020 0:00
Tapi,142,2,61,5,8,17,5/31/2020 0:00
Tapi,134,3,38,5,11,26,5/31/2020 0:00
Tapi,143,1,33,2,14,24,5/31/2020 0:00
Tapi,170,4,45,12,12,21,5/31/2020 0:00
Tapi,185,12,42,9,18,33,5/31/2020 0:00
The Dangs,189,4,56,6,14,13,5/31/2020 0:00
The Dangs,108,4,44,3,6,4,5/31/2020 0:00
The Dangs,156,6,57,2,16,17,5/31/2020 0:00
The Dangs,151,4,50,2,16,33,5/31/2020 0:00
The Dangs,163,4,60,0,15,28,5/31/2020 0:00
The Dangs,105,3,47,3,4,12,5/31/2020 0:00
The Dangs,48,0,15,0,6,5,5/31/2020 0:00
Vadodara,128,1,71,4,6,19,5/31/2020 0:00
Vadodara,122,2,64,2,16,23,5/31/2020 0:00
Vadodara,173,2,99,9,11,19,5/31/2020 0:00
Vadodara,88,5,46,5,5,6,5/31/2020 0:00
Vadodara,151,3,79,3,14,20,5/31/2020 0:00
Vadodara,155,5,68,11,14,25,5/31/2020 0:00
Vadodara,154,2,81,10,10,18,5/31/2020 0:00
Vadodara,77,0,31,1,6,13,5/31/2020 0:00
Vadodara,82,1,32,12,11,8,5/31/2020 0:00
Vadodara,125,7,59,3,17,16,5/31/2020 0:00
Vadodara,124,5,66,3,15,15,5/31/2020 0:00
Vadodara,113,6,32,7,8,31,5/31/2020 0:00
Vadodara,109,1,1,8,2,8,5/31/2020 0:00
Vadodara,197,4,56,8,26,55,5/31/2020 0:00
Vadodara,94,3,9,5,17,28,5/31/2020 0:00
Vadodara,166,3,29,13,6,65,5/31/2020 0:00
Vadodara,130,5,37,7,14,27,5/31/2020 0:00
Vadodara,215,10,51,13,29,51,5/31/2020 0:00
Vadodara,163,6,31,21,24,29,5/31/2020 0:00
Vadodara,169,11,27,25,14,47,5/31/2020 0:00
Vadodara,229,10,47,23,46,52,5/31/2020 0:00
Vadodara,84,0,28,9,5,14,5/31/2020 0:00
Vadodara,134,3,55,8,6,31,5/31/2020 0:00
Vadodara,181,13,44,12,14,41,5/31/2020 0:00
Vadodara,98,0,1,3,4,1,5/31/2020 0:00
Vadodara,165,6,42,6,21,43,5/31/2020 0:00
Vadodara,117,4,63,12,11,11,5/31/2020 0:00
Vadodara,150,0,94,2,11,16,5/31/2020 0:00
Valsad,21,0,1,2,0,1,5/31/2020 0:00
Valsad,151,0,56,2,8,19,5/31/2020 0:00
Valsad,156,8,45,0,6,38,5/31/2020 0:00
Valsad,142,1,56,7,3,18,5/31/2020 0:00
Valsad,151,3,54,7,12,17,5/31/2020 0:00
Valsad,94,1,47,0,7,11,5/31/2020 0:00
Valsad,51,1,20,1,3,8,5/31/2020 0:00
Valsad,146,5,73,2,9,16,5/31/2020 0:00
Valsad,125,1,62,1,10,10,5/31/2020 0:00
Valsad,43,0,15,1,5,12,5/31/2020 0:00
Valsad,138,10,37,2,12,18,5/31/2020 0:00
Valsad,124,3,46,3,12,17,5/31/2020 0:00
Valsad,147,3,66,0,11,10,5/31/2020 0:00
Valsad,226,5,65,8,25,67,5/31/2020 0:00
Valsad,88,0,4,3,0,5,5/31/2020 0:00
Valsad,248,4,104,10,23,47,5/31/2020 0:00
Valsad,214,5,86,6,27,39,5/31/2020 0:00
Valsad,185,7,65,4,27,35,5/31/2020 0:00
Valsad,137,2,19,14,26,31,5/31/2020 0:00
Valsad,132,2,21,10,10,27,5/31/2020 0:00
Valsad,72,0,3,4,1,7,5/31/2020 0:00
Ahmedabad,164,15,17,24,20,26,6/30/2020 0:00
Ahmedabad,153,10,15,20,24,36,6/30/2020 0:00
Ahmedabad,205,8,25,20,25,37,6/30/2020 0:00
Ahmedabad,183,16,17,27,14,48,6/30/2020 0:00
Ahmedabad,154,9,9,24,20,34,6/30/2020 0:00
Ahmedabad,97,5,6,22,12,29,6/30/2020 0:00
Ahmedabad,189,18,23,20,34,34,6/30/2020 0:00
Ahmedabad,144,0,0,2,0,1,6/30/2020 0:00
Ahmedabad,211,25,32,26,27,33,6/30/2020 0:00
Ahmedabad,112,1,0,4,0,2,6/30/2020 0:00
Ahmedabad,86,0,0,20,0,0,6/30/2020 0:00
Ahmedabad,64,0,0,0,1,0,6/30/2020 0:00
Ahmedabad,71,0,0,0,0,0,6/30/2020 0:00
Ahmedabad,57,0,0,0,0,0,6/30/2020 0:00
Ahmedabad,53,0,0,0,0,1,6/30/2020 0:00
Ahmedabad,211,13,23,32,32,38,6/30/2020 0:00
Ahmedabad,91,7,11,7,12,16,6/30/2020 0:00
Ahmedabad,123,0,0,4,0,4,6/30/2020 0:00
Ahmedabad,207,19,33,25,29,54,6/30/2020 0:00
Ahmedabad,173,15,19,31,27,33,6/30/2020 0:00
Ahmedabad,153,11,18,20,19,36,6/30/2020 0:00
Ahmedabad,257,0,0,4,0,3,6/30/2020 0:00
Ahmedabad,124,11,11,14,12,14,6/30/2020 0:00
Ahmedabad,167,15,13,25,10,53,6/30/2020 0:00
Ahmedabad,146,0,0,64,1,2,6/30/2020 0:00
Ahmedabad,96,9,10,7,11,31,6/30/2020 0:00
Ahmedabad,196,11,22,25,26,40,6/30/2020 0:00
Ahmedabad,92,0,0,2,0,0,6/30/2020 0:00
Ahmedabad,222,20,30,30,30,34,6/30/2020 0:00
Ahmedabad,158,4,25,18,17,28,6/30/2020 0:00
Ahmedabad,272,14,30,45,23,47,6/30/2020 0:00
Ahmedabad,148,5,27,10,15,35,6/30/2020 0:00
Ahmedabad,281,0,0,7,0,2,6/30/2020 0:00
Ahmedabad,252,0,0,1,0,0,6/30/2020 0:00
Ahmedabad,234,14,34,21,26,38,6/30/2020 0:00
Ahmedabad,174,13,13,13,35,36,6/30/2020 0:00
Ahmedabad,193,24,15,26,19,32,6/30/2020 0:00
Ahmedabad,230,13,35,22,22,42,6/30/2020 0:00
Ahmedabad,196,18,39,13,28,33,6/30/2020 0:00
Ahmedabad,171,0,0,0,0,2,6/30/2020 0:00
Ahmedabad,103,3,6,17,12,23,6/30/2020 0:00
Ahmedabad,182,18,18,26,18,31,6/30/2020 0:00
Ahmedabad,197,15,24,22,21,39,6/30/2020 0:00
Ahmedabad,156,0,0,2,0,1,6/30/2020 0:00
Ahmedabad,131,13,20,18,16,22,6/30/2020 0:00
Ahmedabad,122,0,0,0,0,0,6/30/2020 0:00
Ahmedabad,206,16,25,26,24,52,6/30/2020 0:00
Ahmedabad,94,4,5,16,12,28,6/30/2020 0:00
Ahmedabad,222,0,1,1,0,0,6/30/2020 0:00
Ahmedabad,84,9,7,14,13,14,6/30/2020 0:00
Ahmedabad,140,0,0,36,0,0,6/30/2020 0:00
Ahmedabad,185,10,31,32,27,32,6/30/2020 0:00
Ahmedabad,246,22,18,27,44,66,6/30/2020 0:00
Ahmedabad,121,1,0,9,0,1,6/30/2020 0:00
Ahmedabad,189,11,16,24,28,49,6/30/2020 0:00
Ahmedabad,183,12,24,30,20,34,6/30/2020 0:00
Ahmedabad,203,10,44,16,23,23,6/30/2020 0:00
Ahmedabad,159,15,23,24,22,22,6/30/2020 0:00
Ahmedabad,180,13,18,29,16,45,6/30/2020 0:00
Ahmedabad,95,0,43,5,6,8,6/30/2020 0:00
Ahmedabad,110,5,39,7,6,8,6/30/2020 0:00
Ahmedabad,122,12,15,16,15,16,6/30/2020 0:00
Ahmedabad,267,0,0,17,0,15,6/30/2020 0:00
Ahmedabad,132,5,21,17,13,23,6/30/2020 0:00
Ahmedabad,92,2,50,4,5,14,6/30/2020 0:00
Ahmedabad,103,8,52,2,13,8,6/30/2020 0:00
Ahmedabad,81,5,34,2,1,6,6/30/2020 0:00
Ahmedabad,78,1,36,2,6,3,6/30/2020 0:00
Ahmedabad,125,2,26,14,8,10,6/30/2020 0:00
Ahmedabad,88,4,47,2,11,5,6/30/2020 0:00
Ahmedabad,88,5,35,0,11,3,6/30/2020 0:00
Ahmedabad,118,2,42,6,5,23,6/30/2020 0:00
Ahmedabad,117,1,51,7,7,7,6/30/2020 0:00
Ahmedabad,96,1,26,6,6,27,6/30/2020 0:00
Amreli,127,10,37,2,15,18,6/30/2020 0:00
Amreli,104,2,58,4,5,12,6/30/2020 0:00
Amreli,155,6,41,6,19,30,6/30/2020 0:00
Amreli,138,10,85,6,12,6,6/30/2020 0:00
Amreli,98,6,46,3,6,11,6/30/2020 0:00
Amreli,105,7,45,7,8,18,6/30/2020 0:00
Amreli,158,16,73,4,13,17,6/30/2020 0:00
Amreli,92,2,64,2,5,8,6/30/2020 0:00
Amreli,168,3,89,2,23,13,6/30/2020 0:00
Amreli,68,1,37,1,14,3,6/30/2020 0:00
Amreli,105,8,54,5,7,5,6/30/2020 0:00
Amreli,92,3,38,6,9,11,6/30/2020 0:00
Amreli,102,3,64,1,8,7,6/30/2020 0:00
Amreli,114,5,52,2,17,16,6/30/2020 0:00
Amreli,96,7,54,1,4,13,6/30/2020 0:00
Amreli,55,2,35,2,4,4,6/30/2020 0:00
Amreli,159,2,90,2,20,16,6/30/2020 0:00
Amreli,122,4,64,2,13,15,6/30/2020 0:00
Amreli,196,13,91,5,21,15,6/30/2020 0:00
Amreli,78,3,46,4,1,7,6/30/2020 0:00
Anand,168,4,25,20,12,20,6/30/2020 0:00
Anand,101,3,22,9,14,12,6/30/2020 0:00
Anand,131,5,54,6,13,12,6/30/2020 0:00
Anand,122,2,57,4,14,9,6/30/2020 0:00
Anand,116,7,45,6,17,8,6/30/2020 0:00
Anand,88,2,47,2,8,7,6/30/2020 0:00
Anand,128,1,68,9,9,12,6/30/2020 0:00
Anand,162,4,88,7,13,18,6/30/2020 0:00
Anand,120,4,58,8,11,12,6/30/2020 0:00
Anand,90,5,39,2,9,9,6/30/2020 0:00
Anand,115,3,55,6,14,5,6/30/2020 0:00
Anand,142,6,52,10,11,8,6/30/2020 0:00
Anand,103,0,63,0,12,10,6/30/2020 0:00
Anand,81,3,44,3,16,3,6/30/2020 0:00
Anand,132,5,61,6,21,17,6/30/2020 0:00
Anand,77,0,0,6,0,0,6/30/2020 0:00
Aravalli,87,3,48,3,12,6,6/30/2020 0:00
Aravalli,101,0,55,4,9,7,6/30/2020 0:00
Aravalli,99,3,24,2,26,8,6/30/2020 0:00
Aravalli,84,4,27,1,12,6,6/30/2020 0:00
Aravalli,62,5,31,4,3,7,6/30/2020 0:00
Aravalli,115,1,58,2,11,12,6/30/2020 0:00
Aravalli,128,3,71,2,9,8,6/30/2020 0:00
Aravalli,100,4,49,1,15,5,6/30/2020 0:00
Aravalli,42,0,9,3,1,2,6/30/2020 0:00
Banaskantha,172,1,115,8,10,7,6/30/2020 0:00
Banaskantha,136,0,75,5,17,5,6/30/2020 0:00
Banaskantha,170,1,137,4,10,6,6/30/2020 0:00
Banaskantha,205,0,162,4,5,14,6/30/2020 0:00
Banaskantha,136,1,92,6,16,6,6/30/2020 0:00
Banaskantha,132,0,101,1,7,5,6/30/2020 0:00
Banaskantha,90,0,54,2,8,10,6/30/2020 0:00
Banaskantha,140,5,102,3,3,4,6/30/2020 0:00
Banaskantha,110,2,45,6,13,7,6/30/2020 0:00
Banaskantha,77,0,27,4,5,2,6/30/2020 0:00
Banaskantha,203,2,178,0,2,2,6/30/2020 0:00
Banaskantha,135,0,93,3,6,9,6/30/2020 0:00
Banaskantha,80,0,49,2,11,5,6/30/2020 0:00
Banaskantha,162,0,118,1,3,21,6/30/2020 0:00
Banaskantha,116,1,73,8,3,4,6/30/2020 0:00
Banaskantha,90,1,29,2,13,14,6/30/2020 0:00
Banaskantha,149,1,58,6,15,12,6/30/2020 0:00
Banaskantha,147,0,127,2,2,8,6/30/2020 0:00
Banaskantha,78,2,59,0,4,3,6/30/2020 0:00
Banaskantha,124,0,114,2,2,0,6/30/2020 0:00
Banaskantha,147,1,103,3,10,5,6/30/2020 0:00
Banaskantha,183,3,141,3,9,8,6/30/2020 0:00
Banaskantha,152,1,98,11,8,16,6/30/2020 0:00
Banaskantha,123,1,90,1,3,4,6/30/2020 0:00
Bharuch,114,0,85,2,13,2,6/30/2020 0:00
Bharuch,174,5,78,8,21,21,6/30/2020 0:00
Bharuch,116,0,51,2,18,17,6/30/2020 0:00
Bharuch,80,0,55,2,3,2,6/30/2020 0:00
Bharuch,153,0,3,1,0,3,6/30/2020 0:00
Bharuch,206,5,65,5,40,44,6/30/2020 0:00
Bharuch,134,0,60,1,8,34,6/30/2020 0:00
Bharuch,164,0,114,2,4,26,6/30/2020 0:00
Bharuch,152,0,87,6,11,10,6/30/2020 0:00
Bharuch,140,3,75,8,12,17,6/30/2020 0:00
Bharuch,128,0,60,1,18,8,6/30/2020 0:00
Bharuch,131,3,49,6,21,18,6/30/2020 0:00
Bharuch,142,5,59,2,18,14,6/30/2020 0:00
Bharuch,97,1,62,4,7,8,6/30/2020 0:00
Bharuch,75,0,8,2,1,8,6/30/2020 0:00
Bharuch,174,2,76,6,19,24,6/30/2020 0:00
Bhavnagar,197,7,30,13,23,41,6/30/2020 0:00
Bhavnagar,222,24,13,8,26,29,6/30/2020 0:00
Bhavnagar,153,10,43,6,14,7,6/30/2020 0:00
Bhavnagar,165,19,8,4,37,24,6/30/2020 0:00
Bhavnagar,79,6,16,1,11,8,6/30/2020 0:00
Bhavnagar,269,16,22,18,37,52,6/30/2020 0:00
Bhavnagar,196,17,18,20,25,35,6/30/2020 0:00
Bhavnagar,112,10,55,3,9,8,6/30/2020 0:00
Bhavnagar,123,10,39,14,16,15,6/30/2020 0:00
Bhavnagar,109,8,59,2,13,9,6/30/2020 0:00
Bhavnagar,106,7,63,3,7,6,6/30/2020 0:00
Bhavnagar,112,3,65,1,12,8,6/30/2020 0:00
Bhavnagar,116,7,73,3,4,10,6/30/2020 0:00
Bhavnagar,188,4,105,4,23,15,6/30/2020 0:00
Bhavnagar,152,6,82,6,17,17,6/30/2020 0:00
Bhavnagar,124,3,81,2,11,12,6/30/2020 0:00
Bhavnagar,96,1,45,5,13,13,6/30/2020 0:00
Bhavnagar,116,7,56,6,9,14,6/30/2020 0:00
Bhavnagar,101,4,61,4,16,5,6/30/2020 0:00
Bhavnagar,97,4,46,3,9,12,6/30/2020 0:00
Bhavnagar,120,3,62,2,13,19,6/30/2020 0:00
Bhavnagar,150,5,73,6,13,10,6/30/2020 0:00
Botad,112,1,80,2,6,6,6/30/2020 0:00
Botad,154,3,51,4,21,12,6/30/2020 0:00
Botad,118,1,80,1,9,7,6/30/2020 0:00
Botad,93,2,45,3,16,4,6/30/2020 0:00
Botad,128,8,74,3,6,7,6/30/2020 0:00
Botad,129,2,86,1,18,5,6/30/2020 0:00
Botad,90,4,51,2,3,3,6/30/2020 0:00
Chhotaudepur,199,0,86,0,30,22,6/30/2020 0:00
Chhotaudepur,77,3,37,5,1,16,6/30/2020 0:00
Chhotaudepur,203,1,81,6,29,18,6/30/2020 0:00
Chhotaudepur,99,3,39,3,13,5,6/30/2020 0:00
Chhotaudepur,168,1,72,6,27,16,6/30/2020 0:00
Chhotaudepur,158,4,110,1,6,12,6/30/2020 0:00
Chhotaudepur,234,0,104,7,14,39,6/30/2020 0:00
Chhotaudepur,166,0,84,1,18,22,6/30/2020 0:00
Chhotaudepur,105,2,55,1,13,9,6/30/2020 0:00
Chhotaudepur,161,1,88,4,10,25,6/30/2020 0:00
Chhotaudepur,101,2,61,6,9,4,6/30/2020 0:00
Chhotaudepur,122,5,58,1,14,15,6/30/2020 0:00
Chhotaudepur,59,1,23,2,6,2,6/30/2020 0:00
Chhotaudepur,158,3,83,3,8,18,6/30/2020 0:00
Chhotaudepur,121,1,70,5,10,14,6/30/2020 0:00
Dahod,198,2,105,2,29,19,6/30/2020 0:00
Dahod,211,1,139,5,12,15,6/30/2020 0:00
Dahod,239,6,109,9,28,30,6/30/2020 0:00
Dahod,159,5,102,2,9,12,6/30/2020 0:00
Dahod,177,1,116,4,16,22,6/30/2020 0:00
Dahod,197,1,82,6,29,17,6/30/2020 0:00
Dahod,135,3,48,8,23,17,6/30/2020 0:00
Dahod,136,2,59,3,22,15,6/30/2020 0:00
Dahod,132,0,72,2,22,9,6/30/2020 0:00
Dahod,153,0,89,3,18,19,6/30/2020 0:00
Dahod,131,1,71,3,23,11,6/30/2020 0:00
Dahod,184,5,101,5,27,6,6/30/2020 0:00
Dahod,175,1,104,2,22,9,6/30/2020 0:00
Dahod,199,1,128,3,20,16,6/30/2020 0:00
Dahod,217,2,91,7,39,25,6/30/2020 0:00
Dahod,100,4,58,4,10,2,6/30/2020 0:00
Dahod,205,0,117,13,24,15,6/30/2020 0:00
Dahod,149,1,87,2,24,11,6/30/2020 0:00
Dahod,213,6,97,21,27,16,6/30/2020 0:00
Dahod,158,1,76,9,22,24,6/30/2020 0:00
Dahod,189,0,95,1,37,14,6/30/2020 0:00
Dahod,177,0,91,9,19,23,6/30/2020 0:00
Dahod,122,0,46,4,27,21,6/30/2020 0:00
Dahod,129,0,49,6,26,8,6/30/2020 0:00
Dahod,94,1,32,1,18,20,6/30/2020 0:00
Dahod,114,2,55,1,21,13,6/30/2020 0:00
Devbhumi-Dwarka,80,4,46,2,4,7,6/30/2020 0:00
Devbhumi-Dwarka,40,6,25,1,1,1,6/30/2020 0:00
Devbhumi-Dwarka,76,5,44,1,8,2,6/30/2020 0:00
Devbhumi-Dwarka,100,7,52,7,5,5,6/30/2020 0:00
Devbhumi-Dwarka,137,10,49,8,19,15,6/30/2020 0:00
Devbhumi-Dwarka,1,0,1,0,0,0,6/30/2020 0:00
Devbhumi-Dwarka,134,6,56,5,12,20,6/30/2020 0:00
Devbhumi-Dwarka,132,13,63,5,3,15,6/30/2020 0:00
Devbhumi-Dwarka,99,5,42,5,8,7,6/30/2020 0:00
Gandhinagar,85,2,52,3,6,4,6/30/2020 0:00
Gandhinagar,120,4,40,12,7,9,6/30/2020 0:00
Gandhinagar,87,5,37,3,5,7,6/30/2020 0:00
Gandhinagar,115,3,19,13,17,14,6/30/2020 0:00
Gandhinagar,103,3,32,7,12,5,6/30/2020 0:00
Gandhinagar,118,11,14,6,16,20,6/30/2020 0:00
Gandhinagar,82,1,14,7,10,15,6/30/2020 0:00
Gandhinagar,164,0,0,1,1,0,6/30/2020 0:00
Gandhinagar,129,8,21,5,26,18,6/30/2020 0:00
Gandhinagar,122,3,20,8,18,9,6/30/2020 0:00
Gandhinagar,67,6,20,9,10,7,6/30/2020 0:00
Gandhinagar,91,5,21,8,12,10,6/30/2020 0:00
Gir Somnath,144,8,73,7,24,12,6/30/2020 0:00
Gir Somnath,135,8,52,1,35,7,6/30/2020 0:00
Gir Somnath,122,6,45,5,29,12,6/30/2020 0:00
Gir Somnath,68,2,24,4,5,6,6/30/2020 0:00
Gir Somnath,123,6,65,5,16,11,6/30/2020 0:00
Gir Somnath,91,4,47,4,7,10,6/30/2020 0:00
Gir Somnath,139,6,78,9,17,7,6/30/2020 0:00
Gir Somnath,124,10,71,6,14,13,6/30/2020 0:00
Gir Somnath,80,0,57,2,10,2,6/30/2020 0:00
Gir Somnath,128,2,81,0,19,9,6/30/2020 0:00
Gir Somnath,170,7,92,1,35,7,6/30/2020 0:00
Gir Somnath,78,0,32,0,22,2,6/30/2020 0:00
Jamnagar,105,5,48,4,4,15,6/30/2020 0:00
Jamnagar,46,3,19,2,7,8,6/30/2020 0:00
Jamnagar,124,6,66,1,8,16,6/30/2020 0:00
Jamnagar,44,2,21,0,6,10,6/30/2020 0:00
Jamnagar,104,4,33,9,6,17,6/30/2020 0:00
Jamnagar,176,11,70,8,13,25,6/30/2020 0:00
Jamnagar,141,8,30,7,15,36,6/30/2020 0:00
Jamnagar,287,29,47,17,35,73,6/30/2020 0:00
Jamnagar,214,22,21,17,26,58,6/30/2020 0:00
Jamnagar,96,8,45,3,10,12,6/30/2020 0:00
Jamnagar,192,16,45,15,24,29,6/30/2020 0:00
Jamnagar,127,9,58,5,9,18,6/30/2020 0:00
Jamnagar,66,2,31,2,4,12,6/30/2020 0:00
Jamnagar,162,2,109,5,10,12,6/30/2020 0:00
Jamnagar,125,5,63,4,6,17,6/30/2020 0:00
Junagadh,107,6,32,5,9,31,6/30/2020 0:00
Junagadh,46,6,7,2,8,6,6/30/2020 0:00
Junagadh,253,29,34,16,46,38,6/30/2020 0:00
Junagadh,244,20,41,21,26,56,6/30/2020 0:00
Junagadh,175,12,50,6,20,30,6/30/2020 0:00
Junagadh,113,5,43,1,10,9,6/30/2020 0:00
Junagadh,118,8,41,4,16,18,6/30/2020 0:00
Junagadh,163,13,61,4,14,32,6/30/2020 0:00
Junagadh,124,9,56,3,8,9,6/30/2020 0:00
Junagadh,149,16,38,7,13,46,6/30/2020 0:00
Junagadh,42,2,32,0,2,2,6/30/2020 0:00
Junagadh,178,15,52,9,25,27,6/30/2020 0:00
Junagadh,136,7,48,6,23,19,6/30/2020 0:00
Kachchh,91,2,65,0,2,7,6/30/2020 0:00
Kachchh,38,2,25,0,1,1,6/30/2020 0:00
Kachchh,84,5,48,3,1,8,6/30/2020 0:00
Kachchh,42,2,24,4,1,6,6/30/2020 0:00
Kachchh,78,3,56,1,0,5,6/30/2020 0:00
Kachchh,181,4,88,5,17,28,6/30/2020 0:00
Kachchh,105,2,61,2,8,6,6/30/2020 0:00
Kachchh,156,0,104,7,12,9,6/30/2020 0:00
Kachchh,116,6,51,3,5,18,6/30/2020 0:00
Kachchh,188,0,154,0,7,12,6/30/2020 0:00
Kachchh,96,2,53,4,1,4,6/30/2020 0:00
Kachchh,41,0,0,0,0,0,6/30/2020 0:00
Kachchh,150,8,51,8,25,29,6/30/2020 0:00
Kachchh,214,8,109,3,15,12,6/30/2020 0:00
Kachchh,112,2,64,2,8,19,6/30/2020 0:00
Kachchh,79,2,46,0,2,3,6/30/2020 0:00
Kachchh,73,0,0,3,2,2,6/30/2020 0:00
Kachchh,227,11,72,19,30,42,6/30/2020 0:00
Kachchh,101,6,56,1,5,9,6/30/2020 0:00
Kachchh,105,2,49,10,6,10,6/30/2020 0:00
Kachchh,117,2,70,6,5,17,6/30/2020 0:00
Kachchh,135,4,88,1,10,7,6/30/2020 0:00
Kachchh,176,12,99,9,9,24,6/30/2020 0:00
Kachchh,146,0,52,16,17,31,6/30/2020 0:00
Kachchh,72,0,50,6,5,2,6/30/2020 0:00
Kachchh,145,4,108,1,5,10,6/30/2020 0:00
Kachchh,110,1,89,0,1,12,6/30/2020 0:00
Kachchh,190,0,144,1,7,14,6/30/2020 0:00
Kheda,66,2,28,0,8,9,6/30/2020 0:00
Kheda,114,5,63,6,7,10,6/30/2020 0:00
Kheda,96,4,52,3,7,6,6/30/2020 0:00
Kheda,112,3,67,3,9,5,6/30/2020 0:00
Kheda,67,1,24,7,13,2,6/30/2020 0:00
Kheda,86,0,49,2,10,4,6/30/2020 0:00
Kheda,135,2,50,7,13,12,6/30/2020 0:00
Kheda,88,3,60,1,5,3,6/30/2020 0:00
Kheda,74,1,27,1,12,13,6/30/2020 0:00
Kheda,93,12,24,2,15,9,6/30/2020 0:00
Kheda,76,1,29,4,8,8,6/30/2020 0:00
Kheda,184,0,44,12,31,36,6/30/2020 0:00
Kheda,85,1,0,0,0,1,6/30/2020 0:00
Kheda,152,3,79,6,16,19,6/30/2020 0:00
Kheda,145,3,91,3,16,11,6/30/2020 0:00
Kheda,49,1,10,1,8,16,6/30/2020 0:00
Mahesana,125,1,75,1,18,13,6/30/2020 0:00
Mahesana,106,6,54,3,16,12,6/30/2020 0:00
Mahesana,84,1,17,7,9,14,6/30/2020 0:00
Mahesana,78,2,26,9,3,9,6/30/2020 0:00
Mahesana,168,2,96,3,23,16,6/30/2020 0:00
Mahesana,173,4,65,4,27,18,6/30/2020 0:00
Mahesana,80,0,26,7,7,11,6/30/2020 0:00
Mahesana,91,5,5,5,12,16,6/30/2020 0:00
Mahesana,188,0,127,5,14,9,6/30/2020 0:00
Mahesana,141,3,73,3,18,15,6/30/2020 0:00
Mahesana,125,7,50,8,24,6,6/30/2020 0:00
Mahesana,148,2,87,5,11,11,6/30/2020 0:00
Mahesana,84,0,43,1,1,4,6/30/2020 0:00
Mahesana,128,3,70,8,9,19,6/30/2020 0:00
Mahesana,148,4,92,7,13,2,6/30/2020 0:00
Mahesana,196,3,94,11,19,14,6/30/2020 0:00
Mahisagar,101,2,47,1,15,11,6/30/2020 0:00
Mahisagar,96,3,39,5,13,7,6/30/2020 0:00
Mahisagar,109,3,78,1,9,4,6/30/2020 0:00
Mahisagar,58,0,31,0,11,7,6/30/2020 0:00
Mahisagar,106,3,62,2,12,6,6/30/2020 0:00
Mahisagar,91,1,39,5,21,11,6/30/2020 0:00
Mahisagar,120,2,56,3,12,2,6/30/2020 0:00
Mahisagar,89,1,46,2,20,4,6/30/2020 0:00
Mahisagar,120,4,52,7,17,7,6/30/2020 0:00
Mahisagar,124,2,64,3,18,10,6/30/2020 0:00
Mahisagar,123,2,58,4,20,11,6/30/2020 0:00
Mahisagar,119,5,78,3,10,4,6/30/2020 0:00
Morbi,91,3,53,1,7,5,6/30/2020 0:00
Morbi,103,2,59,1,5,9,6/30/2020 0:00
Morbi,80,5,36,1,9,8,6/30/2020 0:00
Morbi,111,4,57,4,5,14,6/30/2020 0:00
Morbi,158,3,61,3,22,27,6/30/2020 0:00
Morbi,143,7,31,9,23,32,6/30/2020 0:00
Morbi,106,2,53,1,11,10,6/30/2020 0:00
Morbi,110,6,52,1,15,9,6/30/2020 0:00
Narmada,104,3,54,0,5,20,6/30/2020 0:00
Narmada,148,1,62,6,15,25,6/30/2020 0:00
Narmada,98,4,52,1,3,18,6/30/2020 0:00
Narmada,153,3,55,2,9,33,6/30/2020 0:00
Narmada,177,3,41,12,8,21,6/30/2020 0:00
Narmada,193,8,53,10,11,20,6/30/2020 0:00
Narmada,117,3,30,2,19,19,6/30/2020 0:00
Narmada,155,0,28,4,24,27,6/30/2020 0:00
Narmada,91,0,0,2,1,0,6/30/2020 0:00
Narmada,118,0,84,3,4,9,6/30/2020 0:00
Narmada,122,2,40,5,11,11,6/30/2020 0:00
Navsari,29,0,0,3,0,1,6/30/2020 0:00
Navsari,108,5,37,5,8,14,6/30/2020 0:00
Navsari,114,3,28,8,18,19,6/30/2020 0:00
Navsari,102,2,16,6,14,21,6/30/2020 0:00
Navsari,160,6,33,12,27,41,6/30/2020 0:00
Navsari,91,2,26,5,7,23,6/30/2020 0:00
Navsari,104,7,23,7,15,11,6/30/2020 0:00
Navsari,151,11,31,9,12,25,6/30/2020 0:00
Navsari,53,0,0,2,0,0,6/30/2020 0:00
Navsari,138,4,31,4,18,28,6/30/2020 0:00
Navsari,142,4,43,5,12,17,6/30/2020 0:00
Navsari,122,4,27,8,9,9,6/30/2020 0:00
Navsari,147,3,31,7,7,25,6/30/2020 0:00
Panchmahals,217,1,114,7,21,19,6/30/2020 0:00
Panchmahals,130,1,69,3,23,8,6/30/2020 0:00
Panchmahals,243,2,24,11,23,13,6/30/2020 0:00
Panchmahals,126,1,33,4,13,11,6/30/2020 0:00
Panchmahals,139,0,45,1,22,19,6/30/2020 0:00
Panchmahals,117,2,42,2,17,26,6/30/2020 0:00
